text,class,date,aspect
O primeiro quarto que nos deram estava cheio de insetos e tivemos que pedir para trocar.,0,2024-11-25 00:00:00+00:00,Quarto
o frigobar não fecha direito,0,2024-03-19 18:37:23+00:00,Quarto
O hotel deu pouca atenção a este caso somente comentando que a camareira esqueceu a porta aberta,0,2025-01-24 03:25:27+00:00,Atendimento da equipe
"o ar condicionado do quarto deixou a desejar, estava muito calor e ele por si só não estava dando conta",0,2025-02-08 18:15:59+00:00,Quarto
a única coisa que fiquei meia chateada foi com a recepção na hora do chekin,0,2024-04-04 23:19:50+00:00,Atendimento da equipe
"Área externa da piscina , as poltronas tiraram as almofadas porque choveu, parou de chover não colocaram de novo.",0,2024-05-24 14:39:33+00:00,Áreas comuns
"Jacuzzi suja, choveu não limparam.",0,2024-05-24 00:00:00+00:00,Áreas comuns
"Os colchões poderiam melhorar, pois apesar de enormes não são tão confortáveis",0,2025-06-24 00:00:00+00:00,Quarto
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns
desde o serviço na piscina,0,2024-01-31 00:00:00+00:00,Áreas comuns
O chão do quarto todo ensebado grudento,0,2024-01-18 00:00:00+00:00,Quarto
a única coisa que fiquei meia chateada foi com a recepção na hora do chekin,0,2024-04-04 23:19:50+00:00,Atendimento da equipe
Quarto poderia ser mais iluminado.,0,2024-06-28 23:28:17+00:00,Quarto
O ar condicionado aparentemente é um pouco antigo,0,2024-08-11 23:03:04+00:00,Quarto
O aparelho de ar condicionado é bem antigo e não gela adequadamente.,0,2024-01-06 11:18:41+00:00,Quarto
"Só o atendimento na recepção que achei lento, pois se fazemos as reservas, enviamos documentos com antecedência, porque preencher novamente os mesmos dados?",0,2025-07-27 23:43:49+00:00,Atendimento da equipe
O chão do quarto todo ensebado grudento,0,2024-01-18 00:00:00+00:00,Quarto
"Apontaram o elevador e disseram (praticamente): ""É por ali"".",0,2024-08-20 17:01:49+00:00,Áreas comuns
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns
Em função do grande movimento teve dias em que a piscina estava meio turva,0,2024-01-11 00:22:37+00:00,Áreas comuns
"Fui efetuar uma reclamação na recepção e o funcionário nem te olha na cara, se limitando a dizer que iria fazer uma anotação, sem se preocupar em resolver o problema.",0,2025-03-14 08:03:25+00:00,Atendimento da equipe
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns
"Só o atendimento na recepção que achei lento, pois se fazemos as reservas, enviamos documentos com antecedência, porque preencher novamente os mesmos dados?",0,2025-07-27 23:43:49+00:00,Atendimento da equipe
só achei o ar-condicionado do quarto fraco,0,2024-10-18 13:01:06+00:00,Quarto
"O único porém foi o ar condicionado que não estava dando conta do calor, 35 graus, precisou de algumas horas para refrescar ( o quarto ficava no final do corredor).",0,2024-11-21 00:00:00+00:00,Quarto
Ar condicionado do quarto não resfria.,0,2024-11-28 00:00:00+00:00,Quarto
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto
"Gavetas estavam sujas também e mesmo após o serviço de quarto passar, era perceptivel que não havia sido limpo propriamente, apenas recolhido o lixo e dobrado os lençois",0,2024-03-19 18:37:23+00:00,Quarto
os travesseiros eram ruins,0,2024-03-19 18:37:23+00:00,Quarto
"Do inicio ao fim houve descaso dos recepcionistas, mto mal educados, principalmente a moça. Daiana se não me engano, super mal educada",0,2024-07-22 15:07:43+00:00,Atendimento da equipe
Só faltou academia que já está no projeto deles para este ano,0,2024-01-19 13:21:33+00:00,Áreas comuns
"Jacuzzi suja, choveu não limparam.",0,2024-05-24 00:00:00+00:00,Áreas comuns
E a fechadura ainda não estava funcionando bem.,0,2024-08-16 23:42:17+00:00,Quarto
"música da piscina, achei muito alta, no dia que fui estava tocando Eminem, achei cansativo",0,2024-01-24 00:00:00+00:00,Áreas comuns
na área da piscina ficam tocando música alta o dia inteiro e escuta tudo nos quartos,0,2024-05-13 18:29:21+00:00,Áreas comuns
"O hotel não deu nenhum esclarecimento satisfatório, disse apenas que a camareira não deve ter fechado a porta direito",0,2025-01-21 00:00:00+00:00,Atendimento da equipe
Quarto muito quente (ar condicionado não é grande o suficiente ) e barulhento demais.,0,2025-03-21 18:50:48+00:00,Quarto
colchão do lado esquerdo da cama péssimo,0,2025-04-22 15:26:08+00:00,Quarto
Mas cobra estacionamento separadamente,0,2024-07-15 00:36:12+00:00,Áreas comuns
"A vedação acústica do meu quarto era ruim,.estava para rua e o barulho de carros e motos era muito nítido.",0,2024-04-19 12:56:50+00:00,Quarto
a recepção pouco atenciosa,0,2025-03-18 00:00:00+00:00,Atendimento da equipe
"Os colchões poderiam melhorar, pois apesar de enormes não são tão confortáveis",0,2025-06-24 00:00:00+00:00,Quarto
Em função do grande movimento teve dias em que a piscina estava meio turva,0,2024-01-11 00:22:37+00:00,Áreas comuns
frigobar sujo com pedras de gelo,0,2024-01-18 00:00:00+00:00,Quarto
"O blackout não bloqueia a luz direito, o quarto fica claro.",0,2024-01-06 11:18:41+00:00,Quarto
Só faltou academia que já está no projeto deles para este ano,0,2024-01-19 13:21:33+00:00,Áreas comuns
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto
Falta sempre toalhas do quarto e papel higiênico. Tive que pedir várias vezes.,0,2024-05-24 00:00:00+00:00,Quarto
"o ar condicionado do quarto deixou a desejar, estava muito calor e ele por si só não estava dando conta",0,2025-02-08 18:15:59+00:00,Quarto
"em mais de uma situação essa equipe foi grossa e impaciente, ao ponto de interromper conversa com cliente para falar na rádio interna, revirar o olho e responder dúvidas ou realizar explicações com cara ruim",0,2024-03-19 18:37:23+00:00,Atendimento da equipe
"O ar condicionado chovia pela máquina dentro do quarto, a noite inteira escorrendo e pingando água dentro do quarto, máquina antiga e faz muito barulho",0,2025-04-22 15:26:08+00:00,Quarto
precisamos pedir 2x pra trocar as toalhas,0,2025-03-18 00:00:00+00:00,Quarto
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto
Quarto poderia ser mais iluminado.,0,2024-06-28 23:28:17+00:00,Quarto
O aparelho de ar condicionado é bem antigo e não gela adequadamente.,0,2024-01-06 11:18:41+00:00,Quarto
"Só o atendimento na recepção que achei lento, pois se fazemos as reservas, enviamos documentos com antecedência, porque preencher novamente os mesmos dados?",0,2025-07-27 23:43:49+00:00,Atendimento da equipe
O hotel deu pouca atenção a este caso somente comentando que a camareira esqueceu a porta aberta,0,2025-01-24 03:25:27+00:00,Atendimento da equipe
Elevadores não se comunicam portanto causa demora no uso para acessar os quartos.,0,2024-11-28 00:00:00+00:00,Áreas comuns
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto
O hotel deu pouca atenção a este caso somente comentando que a camareira esqueceu a porta aberta,0,2025-01-24 03:25:27+00:00,Atendimento da equipe
"Alguns Funcionários da recepção necessitam de um bom treinamento para atendimento aos hóspedes. Falta-lhes cortesia, bom senso e vontade.",0,2024-02-07 01:42:28+00:00,Atendimento da equipe
melhorar academia,0,2024-11-21 00:00:00+00:00,Áreas comuns
"Apontaram o elevador e disseram (praticamente): ""É por ali"".",0,2024-08-20 17:01:49+00:00,Áreas comuns
o frigobar não fecha direito,0,2024-03-19 18:37:23+00:00,Quarto
"Está sujo e barulhento, pois está em reforma e não falaram nada.",0,2024-05-24 14:39:33+00:00,Quarto
na área da piscina ficam tocando música alta o dia inteiro e escuta tudo nos quartos,0,2024-05-13 18:29:21+00:00,Áreas comuns
"Dias depois de fazer o check-out o hotel entrou em contato dizendo que eu não havia feito check-out e pago estacionamento, o que refutei, para que observassem no sistema de câmeras no referido horário em que fiz minha saída,  com comprovante de pagamento do Estacionamento em minhas mãos",0,2025-01-24 03:25:27+00:00,Atendimento da equipe
O ar condicionado aparentemente é um pouco antigo,0,2024-08-11 23:03:04+00:00,Quarto
durante a noite apareceu um barata cascuda enorme pra desespero da minha mulher.,0,2024-11-25 00:00:00+00:00,Quarto
"Do inicio ao fim houve descaso dos recepcionistas, mto mal educados, principalmente a moça. Daiana se não me engano, super mal educada",0,2024-07-22 15:07:43+00:00,Atendimento da equipe
"Cheguei a ficar 10 minutos esperando o elevador, pois o mesmo elevador utilizado pelos hóspedes é utilizado pela equipe do hotel com aqueles carrinhos de serviço que são grandes.",0,2025-03-14 08:03:25+00:00,Áreas comuns
Elevadores não se comunicam portanto causa demora no uso para acessar os quartos.,0,2024-11-28 00:00:00+00:00,Áreas comuns
"a maioria com a limpeza do quarto, e um problema crônico com a chave do quarto, me hospedei domingo e limparam o quarto na segunda e depois não limparam até quinta, quando reclamei com mais seriedade na recepção, aí limparam",0,2024-12-05 23:52:33+00:00,Quarto
Quarto poderia ser mais iluminado.,0,2024-06-28 23:28:17+00:00,Quarto
"O chão da piscina é muito sujo, não dá nem para ficar descalço",0,2024-01-18 00:00:00+00:00,Áreas comuns
"treine mais a equipe da recepção e foque na contratação de mais camareiras, para que assim, elas tenham possibilidade de limpar de verdade os quartos",0,2024-03-19 18:37:23+00:00,Atendimento da equipe
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto
atendimento amador do check in,0,2025-02-16 01:35:45+00:00,Atendimento da equipe
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto
"O ar condicionado, está muito sujo, perdi dois dias da minha viajem pois peguei uma alergia. O ar condicionado vc dava pra ver a sujeira, FAZ ANOS QUE NÃO LIMPAM.",0,2025-05-23 00:00:00+00:00,Quarto
Isso deixou o atendimento demorado.,0,2025-07-27 23:43:49+00:00,Atendimento da equipe
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto
"Só o atendimento na recepção que achei lento, pois se fazemos as reservas, enviamos documentos com antecedência, porque preencher novamente os mesmos dados?",0,2025-07-27 23:43:49+00:00,Atendimento da equipe
Quartos não são limpos todos os dias,0,2025-03-18 00:00:00+00:00,Quarto
a recepção pouco atenciosa,0,2025-03-18 00:00:00+00:00,Atendimento da equipe
"Fui efetuar uma reclamação na recepção e o funcionário nem te olha na cara, se limitando a dizer que iria fazer uma anotação, sem se preocupar em resolver o problema.",0,2025-03-14 08:03:25+00:00,Atendimento da equipe
O primeiro quarto que nos deram estava cheio de insetos e tivemos que pedir para trocar.,0,2024-11-25 00:00:00+00:00,Quarto
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto
O ar condicionado é péssimo!! Hotel muito quente!!,0,2025-03-01 00:00:00+00:00,Quarto
O chão do quarto todo ensebado grudento,0,2024-01-18 00:00:00+00:00,Quarto
"Área externa da piscina , as poltronas tiraram as almofadas porque choveu, parou de chover não colocaram de novo.",0,2024-05-24 14:39:33+00:00,Áreas comuns
Tão sujo que até o filtro do ar condicionado eu precisei limpar.,0,2025-03-21 18:50:48+00:00,Quarto
limpeza e arrumação do quarto bem ruins,0,2025-08-10 00:00:00+00:00,Quarto
o frigobar não fecha direito,0,2024-03-19 18:37:23+00:00,Quarto
"Um dia após meu check-out entraram em contato comigo dizendo que eu saí do hotel sem fazer check-out e que eu não havia pago o estacionamento, refutei indicando o horário em que fiz o check-out no balcão e que consultassem suas câmeras e que fizessem seu serviço de acordo!",0,2025-01-21 00:00:00+00:00,Atendimento da equipe
Elevadores não se comunicam portanto causa demora no uso para acessar os quartos.,0,2024-11-28 00:00:00+00:00,Áreas comuns
Quartos não são limpos todos os dias,0,2025-03-18 00:00:00+00:00,Quarto
aparelhos de ar condicionado apesar de funcionar são antigos e precisam de modernização,0,2024-11-26 12:14:16+00:00,Quarto
aparelhos de ar condicionado apesar de funcionar são antigos e precisam de modernização,0,2024-11-26 12:14:16+00:00,Quarto
Isso deixou o atendimento demorado.,0,2025-07-27 23:43:49+00:00,Atendimento da equipe
limpeza e arrumação do quarto bem ruins,0,2025-08-10 00:00:00+00:00,Quarto
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns
Recepção pouco cordial e pouco treinada,0,2025-08-10 00:00:00+00:00,Atendimento da equipe
"O ar condicionado é velho e era muito difícil alterar sua configuração (subir/baixar temperatura, aumentar ou diminuir o fluxo de ar).",0,2025-03-14 08:03:25+00:00,Quarto
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns
"o ar condicionado do quarto deixou a desejar, estava muito calor e ele por si só não estava dando conta",0,2025-02-08 18:15:59+00:00,Quarto
"O chão da piscina é muito sujo, não dá nem para ficar descalço",0,2024-01-18 00:00:00+00:00,Áreas comuns
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns
"Nossos travesseiros eram bem finos, acredito que por serem velhos, precisam ser trocados.",0,2024-01-06 11:18:41+00:00,Quarto
"a maioria com a limpeza do quarto, e um problema crônico com a chave do quarto, me hospedei domingo e limparam o quarto na segunda e depois não limparam até quinta, quando reclamei com mais seriedade na recepção, aí limparam",0,2024-12-05 23:52:33+00:00,Quarto
"O ar condicionado é velho e era muito difícil alterar sua configuração (subir/baixar temperatura, aumentar ou diminuir o fluxo de ar).",0,2025-03-14 08:03:25+00:00,Quarto
Tivemos problemas com a garagem que não abria o portão,0,2025-05-07 00:00:00+00:00,Áreas comuns
O primeiro quarto que nos deram estava cheio de insetos e tivemos que pedir para trocar.,0,2024-11-25 00:00:00+00:00,Quarto
Os travesseiros eram muito finos e moles,0,2025-05-30 00:00:00+00:00,Quarto
E a fechadura ainda não estava funcionando bem.,0,2024-08-16 23:42:17+00:00,Quarto
limpeza e arrumação do quarto bem ruins,0,2025-08-10 00:00:00+00:00,Quarto
O ar condicionado aparentemente é um pouco antigo,0,2024-08-11 23:03:04+00:00,Quarto
"A iluminação do quarto era mal distribuída, o que dificultava criar um ambiente aconchegante à noite.",0,2025-05-30 00:00:00+00:00,Quarto
Ar condicionado não deveria ser limpo há anos.,0,2025-04-25 00:00:00+00:00,Quarto
"em mais de uma situação essa equipe foi grossa e impaciente, ao ponto de interromper conversa com cliente para falar na rádio interna, revirar o olho e responder dúvidas ou realizar explicações com cara ruim",0,2024-03-19 18:37:23+00:00,Atendimento da equipe
O hotel deu pouca atenção a este caso somente comentando que a camareira esqueceu a porta aberta,0,2025-01-24 03:25:27+00:00,Atendimento da equipe
O ar condicionado aparentemente é um pouco antigo,0,2024-08-11 23:03:04+00:00,Quarto
"A iluminação do quarto era mal distribuída, o que dificultava criar um ambiente aconchegante à noite.",0,2025-05-30 00:00:00+00:00,Quarto
Cobra estacionamento.,0,2024-11-28 00:00:00+00:00,Áreas comuns
Noite mal dormida por incompetência do ar condicionado.,0,2024-12-01 13:53:07+00:00,Quarto
frigobar sujo com pedras de gelo,0,2024-01-18 00:00:00+00:00,Quarto
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns
Aparelhos de ar condicionado estavam desligados em plena manhã num calor absurdo,0,2024-03-22 00:00:00+00:00,Quarto
Falta sempre toalhas do quarto e papel higiênico. Tive que pedir várias vezes.,0,2024-05-24 14:39:33+00:00,Quarto
Quartos limpos,1,2025-01-19 00:00:00+00:00,Quarto
piscina funciona até mais tarde,1,2024-04-02 00:40:21+00:00,Áreas comuns
"Sinceramente, nunca me senti tão especial!",1,2025-04-10 00:00:00+00:00,Atendimento da equipe
atendimento de todos os funcionários excelente,1,2024-12-08 00:00:00+00:00,Atendimento da equipe
camas grandes e confortáveis,1,2025-02-28 20:31:23+00:00,Quarto
A área comum muito bonita e acolhedora.,1,2024-11-28 00:00:00+00:00,Áreas comuns
quarto grande e bem conservado,1,2024-02-02 21:12:24+00:00,Quarto
Quartos limpos,1,2025-01-19 00:00:00+00:00,Quarto
"as recepcionista Simone, Cleidiane e os demais muito gentis",1,2024-10-02 00:00:00+00:00,Atendimento da equipe
Destaque para Elisa do restaurante  que foi extremamente gentil conosco.,1,2024-01-22 00:00:00+00:00,Atendimento da equipe
o bar da piscina bem legal também!,1,2024-11-14 14:49:35+00:00,Áreas comuns
Quarto arejado e muito limpo.,1,2025-06-14 00:00:00+00:00,Quarto
Tudo organizado e quartos espaçosos!,1,2025-01-29 00:00:00+00:00,Quarto
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns
quarto confortável,1,2024-05-19 14:12:44+00:00,Quarto
"Usamos diversos serviços como o restaurante do hotel, o bar e a academia e ficamos satisfeitos com todos!",1,2025-04-28 00:00:00+00:00,Áreas comuns
funcionários super atenciosos,1,2024-06-15 19:13:47+00:00,Atendimento da equipe
as piscinas  são boas tbm,1,2024-11-02 15:25:26+00:00,Áreas comuns
"Empatia, gentileza e preocupação de todos os atendentes (recepção e restaurante) hotel em resolver um problema, em vez de buscar colocar a culpa em terceiros",1,2025-01-06 19:12:12+00:00,Atendimento da equipe
limpeza feita todos os dias,1,2024-04-13 15:14:04+00:00,Quarto
Funcionários do bar da piscina atenciosos e ágeis.,1,2024-01-07 00:00:00+00:00,Atendimento da equipe
bar da piscina,1,2024-12-25 00:00:00+00:00,Áreas comuns
Ambientes limpos e organizados.,1,2024-11-21 00:00:00+00:00,Áreas comuns
limpeza excelente,1,2024-08-21 22:03:38+00:00,Quarto
O nosso quarto era muito confortável.,1,2025-06-05 21:15:34+00:00,Quarto
funcionários sempre gentis,1,2024-02-02 21:12:24+00:00,Atendimento da equipe
"Ambiente de piscina excelente, contendo piscinas frias, duas jacuzzis, um bar, redes de descanso, espreguiçadeiras e bancos confortáveis.",1,2025-05-08 12:41:56+00:00,Áreas comuns
aproveitei bastante a piscina,1,2024-11-07 00:00:00+00:00,Áreas comuns
"A área da piscina muito agradável, com petiscos e drinks ótimos.",1,2024-04-13 15:14:04+00:00,Áreas comuns
Os quartos são confortáveis,1,2025-02-23 00:00:00+00:00,Quarto
trocaram de quarto imediatamente,1,2024-05-23 00:00:00+00:00,Atendimento da equipe
os serviços de quarto funcionam super bem,1,2024-06-22 00:00:00+00:00,Atendimento da equipe
Obrigada a toda a equipe.,1,2025-03-18 00:00:00+00:00,Atendimento da equipe
"Sinceramente, nunca me senti tão especial!",1,2025-04-10 00:00:00+00:00,Atendimento da equipe
"Gostei muito do atendimento dos funcionários, desde de a portaria ao restaurante.",1,2024-12-25 00:00:00+00:00,Atendimento da equipe
Atendimento ótimo,1,2024-04-13 23:49:58+00:00,Atendimento da equipe
"Quarto confortável, limpo e com camas confortáveis.",1,2025-01-06 00:00:00+00:00,Quarto
Gratidão ótimo atendimento!,1,2025-01-26 11:52:48+00:00,Atendimento da equipe
estacionamento disponível,1,2025-06-24 00:00:00+00:00,Áreas comuns
Quarto amplo e espaçoso,1,2024-03-22 00:00:00+00:00,Quarto
garagem fechada e coberta ( mesmo sendo paga),1,2024-06-28 23:28:17+00:00,Áreas comuns
"Usamos diversos serviços como o restaurante do hotel, o bar e a academia e ficamos satisfeitos com todos!",1,2025-04-28 00:00:00+00:00,Áreas comuns
cama boa,1,2024-02-02 15:05:14+00:00,Quarto
atendimento muito simpático,1,2025-04-27 12:09:15+00:00,Atendimento da equipe
quarto grande e bem conservado,1,2024-02-02 21:12:24+00:00,Quarto
grande,1,2024-11-14 14:49:35+00:00,Quarto
Camas confortáveis.,1,2024-06-15 13:59:54+00:00,Quarto
Tem estacionamento,1,2025-04-08 00:00:00+00:00,Áreas comuns
Fui muito bem atendida por todos os recepcionistas,1,2025-04-28 00:00:00+00:00,Atendimento da equipe
Tem uma boa academia,1,2025-06-05 21:15:34+00:00,Áreas comuns
"Excelente atendimento, limpeza, organização.",1,2025-06-22 00:00:00+00:00,Atendimento da equipe
Boas piscinas,1,2024-04-27 00:00:00+00:00,Áreas comuns
Quartos amplos e bem equipados.,1,2024-01-09 18:07:24+00:00,Quarto
"Muitas vagas de rua disponíveis, caso você não queira utilizar o estacionamento, que é cobrado a parte.",1,2024-04-13 15:14:04+00:00,Áreas comuns
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns
"o quarto era muito bom, com ar condicionado",1,2024-05-13 18:29:21+00:00,Quarto
colchão ótimo firme,1,2025-04-10 00:00:00+00:00,Quarto
serviço de quarto,1,2024-09-10 14:15:15+00:00,Atendimento da equipe
hotel bem limpinho e organizado,1,2024-10-23 12:49:34+00:00,Quarto
"Área da piscina possui redes e bancos para descanso, além de ser bem bonita.",1,2025-03-17 00:00:00+00:00,Áreas comuns
"fui recebido com um atendimento excepcional de todos os funcionários, inclusive os do restaurante, que foram extremamente atenciosos e prestativos",1,2025-06-12 22:35:40+00:00,Atendimento da equipe
Tem 2 Jacuzzis sempre limpas e quentes.,1,2025-08-02 00:00:00+00:00,Áreas comuns
apartamento confortável.,1,2025-01-14 00:00:00+00:00,Quarto
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns
conforto,1,2025-03-25 15:57:20+00:00,Quarto
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns
quartos e banheiros grandes,1,2024-12-23 00:00:00+00:00,Quarto
os funcionarios sao educados,1,2024-12-11 10:44:25+00:00,Atendimento da equipe
academia ótimas tbm,1,2024-11-02 15:25:26+00:00,Áreas comuns
sendo o melhor atendimento no bar da piscina.,1,2024-12-25 00:00:00+00:00,Atendimento da equipe
O que é bom nesse hotel apenas: cama,1,2024-01-18 00:00:00+00:00,Quarto
"Quarto pequeno, porém sempre deixam bem limpo, e bem arejado.",1,2024-03-07 00:00:00+00:00,Quarto
quarto confortável,1,2024-08-21 11:08:27+00:00,Quarto
"Ao chegarmos ganhamos um upgrade de quarto, o qual era maior (uma cama de casal enorme e confortável e uma cama de solteiro), devia ter em torno de uns 20 metros, espaçoso com banheiro grande e moderno, o quarto era muito acolhedor.",1,2025-07-05 03:27:02+00:00,Quarto
"Deixo agradecimentos especial ao Sr Amarildo, David, Denise, Batista, Denis, Diego e tantos outros que foram mto amorosos conoscos.",1,2025-04-10 00:00:00+00:00,Atendimento da equipe
O serviço é excelente com funcionários muito prestativos.,1,2024-01-17 22:10:10+00:00,Atendimento da equipe
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe
"Sinceramente, nunca me senti tão especial!",1,2025-04-10 00:00:00+00:00,Atendimento da equipe
Destaque para Elisa do restaurante  que foi extremamente gentil conosco.,1,2024-01-22 00:00:00+00:00,Atendimento da equipe
"O staff é incrivelmente solícito, amigável e sorridente.",1,2025-05-08 12:41:56+00:00,Atendimento da equipe
"Gostei muito do atendimento dos funcionários, desde de a portaria ao restaurante.",1,2024-12-25 00:00:00+00:00,Atendimento da equipe
Quartos limpos e grandes.,1,2024-01-07 00:00:00+00:00,Quarto
"Nosso apto era categoria Confort, muito espaçoso com uma cama de solteiro e uma king",1,2024-01-24 00:00:00+00:00,Quarto
"A boa impressão começou com o Felipe do setor de reservas, que se mostrou bastante empenhado em ajudar e viabilizar a nossa hospedagem no Foz Plaza Hotel.",1,2024-04-10 00:00:00+00:00,Atendimento da equipe
"Um agradecimento à recepcionista Beatriz que me atendeu muito bem, educada",1,2024-11-07 00:00:00+00:00,Atendimento da equipe
"linda área aberta com piscina, bar, balanços e bancos para sentar",1,2024-09-25 16:36:19+00:00,Áreas comuns
serviço de quarto,1,2024-09-10 14:15:15+00:00,Atendimento da equipe
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns
o quarto era bem amplo,1,2024-11-16 00:00:00+00:00,Quarto
O que é bom nesse hotel apenas: ar condicionado,1,2024-01-18 00:00:00+00:00,Quarto
"O staff é incrivelmente solícito, amigável e sorridente.",1,2025-05-08 12:41:56+00:00,Atendimento da equipe
Obrigada a toda a equipe.,1,2025-03-18 00:00:00+00:00,Atendimento da equipe
superaram todas minhas expectativas,1,2024-09-02 00:00:00+00:00,Atendimento da equipe
Área com piscinas.,1,2024-02-02 13:08:29+00:00,Áreas comuns
quarto confortável,1,2025-06-21 00:00:00+00:00,Quarto
achamos a estrutura muito bonita,1,2024-11-07 00:00:00+00:00,Áreas comuns
Quarto grande,1,2024-01-28 00:00:00+00:00,Quarto
"A área da piscina muito agradável, com petiscos e drinks ótimos.",1,2024-04-13 15:14:04+00:00,Áreas comuns
"Todos muito receptivos, desde a entrada ate a sua saída!",1,2024-11-14 14:49:35+00:00,Atendimento da equipe
quarto confortável,1,2025-07-21 00:00:00+00:00,Quarto
limpeza feita todos os dias,1,2024-04-13 15:14:04+00:00,Quarto
Atendimento impecável! Colaboradores atenciosos,1,2025-04-28 00:00:00+00:00,Atendimento da equipe
Quarto muito confortável,1,2025-04-26 00:56:11+00:00,Quarto
Funcionários extremamente educados e delicados.,1,2024-01-28 00:00:00+00:00,Atendimento da equipe
Recepção ótima funcionários prestativos e simpáticos,1,2024-02-04 11:27:52+00:00,Atendimento da equipe
Tem 2 Jacuzzis sempre limpas e quentes.,1,2025-08-02 00:00:00+00:00,Áreas comuns
o quarto tem uma cama grande,1,2024-03-19 18:37:23+00:00,Quarto
bem decorados,1,2024-06-22 00:00:00+00:00,Quarto
as instacoes sao novas,1,2024-12-11 10:44:25+00:00,Áreas comuns
Agradecimento a Beatriz pelo atendimento Maravilhoso e profissional.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe
superaram todas minhas expectativas,1,2024-09-02 00:00:00+00:00,Atendimento da equipe
"Área externa, piscina bar, SPA maravilhoso!",1,2025-04-12 09:09:44+00:00,Áreas comuns
atendimento muito simpático,1,2025-04-27 12:09:15+00:00,Atendimento da equipe
Atendimento excelente e muito simpático da Iara da recepção do Hotel e demais funcionários.,1,2025-07-05 03:27:02+00:00,Atendimento da equipe
Quarto limpo,1,2024-11-14 14:49:35+00:00,Quarto
área das piscinas linda,1,2025-05-05 00:00:00+00:00,Áreas comuns
A área da recepção é ampla e com sofás bem confortáveis;,1,2025-03-17 00:00:00+00:00,Áreas comuns
