text,class,date,aspect,score
"O blackout não bloqueia a luz direito, o quarto fica claro.",0,2024-01-06 11:18:41+00:00,Quarto,0.2442413
"O blackout não bloqueia a luz direito, o quarto fica claro.",0,2024-01-06 11:18:41+00:00,Quarto,0.2442413
E a fechadura ainda não estava funcionando bem.,0,2024-08-16 23:42:17+00:00,Quarto,0.03913022
Elevadores não se comunicam portanto causa demora no uso para acessar os quartos.,0,2024-11-28 00:00:00+00:00,Áreas comuns,0.032179125
"Jacuzzi suja, choveu não limparam.",0,2024-05-24 14:39:33+00:00,Áreas comuns,0.009390119
só achei o ar-condicionado do quarto fraco,0,2024-10-18 13:01:06+00:00,Quarto,0.019253388
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns,0.022304123
Só faltou academia que já está no projeto deles para este ano,0,2024-01-19 13:21:33+00:00,Áreas comuns,0.7315386
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns,0.012253192
"O blackout não bloqueia a luz direito, o quarto fica claro.",0,2024-01-06 11:18:41+00:00,Quarto,0.2442413
Cobra estacionamento.,0,2024-11-28 00:00:00+00:00,Áreas comuns,0.75549936
Os travesseiros eram muito finos e moles,0,2025-05-30 00:00:00+00:00,Quarto,0.013809099
Em função do grande movimento teve dias em que a piscina estava meio turva,0,2024-01-11 00:22:37+00:00,Áreas comuns,0.28139716
"O ar condicionado chovia pela máquina dentro do quarto, a noite inteira escorrendo e pingando água dentro do quarto, máquina antiga e faz muito barulho",0,2025-04-22 15:26:08+00:00,Quarto,0.012604755
a única coisa que fiquei meia chateada foi com a recepção na hora do chekin,0,2024-04-04 23:19:50+00:00,Atendimento da equipe,0.056851376
"O ar condicionado chovia pela máquina dentro do quarto, a noite inteira escorrendo e pingando água dentro do quarto, máquina antiga e faz muito barulho",0,2025-04-22 15:26:08+00:00,Quarto,0.012604755
atendimento amador do check in,0,2025-02-16 01:35:45+00:00,Atendimento da equipe,0.9938305
"somente ficou a desejar o serviço de limpeza, um dia deixaram o quarto sem toalhas , outra vez sem papel  higiênico, mas problemas sempre resolvidos com rapidez",0,2024-08-23 00:00:00+00:00,Atendimento da equipe,0.03870644
"Alguns Funcionários da recepção necessitam de um bom treinamento para atendimento aos hóspedes. Falta-lhes cortesia, bom senso e vontade.",0,2024-02-07 01:42:28+00:00,Atendimento da equipe,0.045312013
deixou MUITO a desejar em relação a limpeza do quarto 403,0,2024-07-21 00:00:00+00:00,Quarto,0.9636011
O primeiro quarto que nos deram estava cheio de insetos e tivemos que pedir para trocar.,0,2024-11-25 00:00:00+00:00,Quarto,0.020324633
o frigobar não fecha direito,0,2024-03-19 18:37:23+00:00,Quarto,0.10777682
O hotel deu pouca atenção a este caso somente comentando que a camareira esqueceu a porta aberta,0,2025-01-24 03:25:27+00:00,Atendimento da equipe,0.01098112
"o ar condicionado do quarto deixou a desejar, estava muito calor e ele por si só não estava dando conta",0,2025-02-08 18:15:59+00:00,Quarto,0.015426363
a única coisa que fiquei meia chateada foi com a recepção na hora do chekin,0,2024-04-04 23:19:50+00:00,Atendimento da equipe,0.056851376
"Área externa da piscina , as poltronas tiraram as almofadas porque choveu, parou de chover não colocaram de novo.",0,2024-05-24 14:39:33+00:00,Áreas comuns,0.024448285
"Jacuzzi suja, choveu não limparam.",0,2024-05-24 00:00:00+00:00,Áreas comuns,0.009390119
"Os colchões poderiam melhorar, pois apesar de enormes não são tão confortáveis",0,2025-06-24 00:00:00+00:00,Quarto,0.07639706
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns,0.022304123
desde o serviço na piscina,0,2024-01-31 00:00:00+00:00,Áreas comuns,0.51230377
O chão do quarto todo ensebado grudento,0,2024-01-18 00:00:00+00:00,Quarto,0.017289689
a única coisa que fiquei meia chateada foi com a recepção na hora do chekin,0,2024-04-04 23:19:50+00:00,Atendimento da equipe,0.056851376
Quarto poderia ser mais iluminado.,0,2024-06-28 23:28:17+00:00,Quarto,0.5899443
O ar condicionado aparentemente é um pouco antigo,0,2024-08-11 23:03:04+00:00,Quarto,0.41318744
O aparelho de ar condicionado é bem antigo e não gela adequadamente.,0,2024-01-06 11:18:41+00:00,Quarto,0.02224035
"Só o atendimento na recepção que achei lento, pois se fazemos as reservas, enviamos documentos com antecedência, porque preencher novamente os mesmos dados?",0,2025-07-27 23:43:49+00:00,Atendimento da equipe,0.018480023
O chão do quarto todo ensebado grudento,0,2024-01-18 00:00:00+00:00,Quarto,0.017289689
"Apontaram o elevador e disseram (praticamente): ""É por ali"".",0,2024-08-20 17:01:49+00:00,Áreas comuns,0.23096265
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns,0.012253192
Em função do grande movimento teve dias em que a piscina estava meio turva,0,2024-01-11 00:22:37+00:00,Áreas comuns,0.28139716
"Fui efetuar uma reclamação na recepção e o funcionário nem te olha na cara, se limitando a dizer que iria fazer uma anotação, sem se preocupar em resolver o problema.",0,2025-03-14 08:03:25+00:00,Atendimento da equipe,0.015225954
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns,0.012253192
"Só o atendimento na recepção que achei lento, pois se fazemos as reservas, enviamos documentos com antecedência, porque preencher novamente os mesmos dados?",0,2025-07-27 23:43:49+00:00,Atendimento da equipe,0.018480023
só achei o ar-condicionado do quarto fraco,0,2024-10-18 13:01:06+00:00,Quarto,0.019253388
"O único porém foi o ar condicionado que não estava dando conta do calor, 35 graus, precisou de algumas horas para refrescar ( o quarto ficava no final do corredor).",0,2024-11-21 00:00:00+00:00,Quarto,0.07660102
Ar condicionado do quarto não resfria.,0,2024-11-28 00:00:00+00:00,Quarto,0.4949506
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto,0.012870167
"Gavetas estavam sujas também e mesmo após o serviço de quarto passar, era perceptivel que não havia sido limpo propriamente, apenas recolhido o lixo e dobrado os lençois",0,2024-03-19 18:37:23+00:00,Quarto,0.01546131
os travesseiros eram ruins,0,2024-03-19 18:37:23+00:00,Quarto,0.013750492
"Do inicio ao fim houve descaso dos recepcionistas, mto mal educados, principalmente a moça. Daiana se não me engano, super mal educada",0,2024-07-22 15:07:43+00:00,Atendimento da equipe,0.013441135
Só faltou academia que já está no projeto deles para este ano,0,2024-01-19 13:21:33+00:00,Áreas comuns,0.7315386
"Jacuzzi suja, choveu não limparam.",0,2024-05-24 00:00:00+00:00,Áreas comuns,0.009390119
E a fechadura ainda não estava funcionando bem.,0,2024-08-16 23:42:17+00:00,Quarto,0.03913022
"música da piscina, achei muito alta, no dia que fui estava tocando Eminem, achei cansativo",0,2024-01-24 00:00:00+00:00,Áreas comuns,0.012692526
na área da piscina ficam tocando música alta o dia inteiro e escuta tudo nos quartos,0,2024-05-13 18:29:21+00:00,Áreas comuns,0.45850843
"O hotel não deu nenhum esclarecimento satisfatório, disse apenas que a camareira não deve ter fechado a porta direito",0,2025-01-21 00:00:00+00:00,Atendimento da equipe,0.011225052
Quarto muito quente (ar condicionado não é grande o suficiente ) e barulhento demais.,0,2025-03-21 18:50:48+00:00,Quarto,0.013808749
colchão do lado esquerdo da cama péssimo,0,2025-04-22 15:26:08+00:00,Quarto,0.0117388405
Mas cobra estacionamento separadamente,0,2024-07-15 00:36:12+00:00,Áreas comuns,0.19413549
"A vedação acústica do meu quarto era ruim,.estava para rua e o barulho de carros e motos era muito nítido.",0,2024-04-19 12:56:50+00:00,Quarto,0.012068063
a recepção pouco atenciosa,0,2025-03-18 00:00:00+00:00,Atendimento da equipe,0.1057862
"Os colchões poderiam melhorar, pois apesar de enormes não são tão confortáveis",0,2025-06-24 00:00:00+00:00,Quarto,0.07639706
Em função do grande movimento teve dias em que a piscina estava meio turva,0,2024-01-11 00:22:37+00:00,Áreas comuns,0.28139716
frigobar sujo com pedras de gelo,0,2024-01-18 00:00:00+00:00,Quarto,0.022898594
"O blackout não bloqueia a luz direito, o quarto fica claro.",0,2024-01-06 11:18:41+00:00,Quarto,0.2442413
Só faltou academia que já está no projeto deles para este ano,0,2024-01-19 13:21:33+00:00,Áreas comuns,0.7315386
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto,0.014933486
Falta sempre toalhas do quarto e papel higiênico. Tive que pedir várias vezes.,0,2024-05-24 00:00:00+00:00,Quarto,0.017207826
"o ar condicionado do quarto deixou a desejar, estava muito calor e ele por si só não estava dando conta",0,2025-02-08 18:15:59+00:00,Quarto,0.015426363
"em mais de uma situação essa equipe foi grossa e impaciente, ao ponto de interromper conversa com cliente para falar na rádio interna, revirar o olho e responder dúvidas ou realizar explicações com cara ruim",0,2024-03-19 18:37:23+00:00,Atendimento da equipe,0.010751866
"O ar condicionado chovia pela máquina dentro do quarto, a noite inteira escorrendo e pingando água dentro do quarto, máquina antiga e faz muito barulho",0,2025-04-22 15:26:08+00:00,Quarto,0.012604755
precisamos pedir 2x pra trocar as toalhas,0,2025-03-18 00:00:00+00:00,Quarto,0.3838137
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns,0.012253192
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto,0.014933486
Quarto poderia ser mais iluminado.,0,2024-06-28 23:28:17+00:00,Quarto,0.5899443
O aparelho de ar condicionado é bem antigo e não gela adequadamente.,0,2024-01-06 11:18:41+00:00,Quarto,0.02224035
"Só o atendimento na recepção que achei lento, pois se fazemos as reservas, enviamos documentos com antecedência, porque preencher novamente os mesmos dados?",0,2025-07-27 23:43:49+00:00,Atendimento da equipe,0.018480023
O hotel deu pouca atenção a este caso somente comentando que a camareira esqueceu a porta aberta,0,2025-01-24 03:25:27+00:00,Atendimento da equipe,0.01098112
Elevadores não se comunicam portanto causa demora no uso para acessar os quartos.,0,2024-11-28 00:00:00+00:00,Áreas comuns,0.032179125
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto,0.012870167
O hotel deu pouca atenção a este caso somente comentando que a camareira esqueceu a porta aberta,0,2025-01-24 03:25:27+00:00,Atendimento da equipe,0.01098112
"Alguns Funcionários da recepção necessitam de um bom treinamento para atendimento aos hóspedes. Falta-lhes cortesia, bom senso e vontade.",0,2024-02-07 01:42:28+00:00,Atendimento da equipe,0.045312013
melhorar academia,0,2024-11-21 00:00:00+00:00,Áreas comuns,0.34122702
"Apontaram o elevador e disseram (praticamente): ""É por ali"".",0,2024-08-20 17:01:49+00:00,Áreas comuns,0.23096265
o frigobar não fecha direito,0,2024-03-19 18:37:23+00:00,Quarto,0.10777682
"Está sujo e barulhento, pois está em reforma e não falaram nada.",0,2024-05-24 14:39:33+00:00,Quarto,0.010305911
na área da piscina ficam tocando música alta o dia inteiro e escuta tudo nos quartos,0,2024-05-13 18:29:21+00:00,Áreas comuns,0.45850843
"Dias depois de fazer o check-out o hotel entrou em contato dizendo que eu não havia feito check-out e pago estacionamento, o que refutei, para que observassem no sistema de câmeras no referido horário em que fiz minha saída,  com comprovante de pagamento do Estacionamento em minhas mãos",0,2025-01-24 03:25:27+00:00,Atendimento da equipe,0.31238854
O ar condicionado aparentemente é um pouco antigo,0,2024-08-11 23:03:04+00:00,Quarto,0.41318744
durante a noite apareceu um barata cascuda enorme pra desespero da minha mulher.,0,2024-11-25 00:00:00+00:00,Quarto,0.17633024
"Do inicio ao fim houve descaso dos recepcionistas, mto mal educados, principalmente a moça. Daiana se não me engano, super mal educada",0,2024-07-22 15:07:43+00:00,Atendimento da equipe,0.013441135
"Cheguei a ficar 10 minutos esperando o elevador, pois o mesmo elevador utilizado pelos hóspedes é utilizado pela equipe do hotel com aqueles carrinhos de serviço que são grandes.",0,2025-03-14 08:03:25+00:00,Áreas comuns,0.06614783
Elevadores não se comunicam portanto causa demora no uso para acessar os quartos.,0,2024-11-28 00:00:00+00:00,Áreas comuns,0.032179125
"a maioria com a limpeza do quarto, e um problema crônico com a chave do quarto, me hospedei domingo e limparam o quarto na segunda e depois não limparam até quinta, quando reclamei com mais seriedade na recepção, aí limparam",0,2024-12-05 23:52:33+00:00,Quarto,0.019525962
Quarto poderia ser mais iluminado.,0,2024-06-28 23:28:17+00:00,Quarto,0.5899443
"O chão da piscina é muito sujo, não dá nem para ficar descalço",0,2024-01-18 00:00:00+00:00,Áreas comuns,0.013695891
"treine mais a equipe da recepção e foque na contratação de mais camareiras, para que assim, elas tenham possibilidade de limpar de verdade os quartos",0,2024-03-19 18:37:23+00:00,Atendimento da equipe,0.22000943
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto,0.012870167
atendimento amador do check in,0,2025-02-16 01:35:45+00:00,Atendimento da equipe,0.9938305
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto,0.012870167
"O ar condicionado, está muito sujo, perdi dois dias da minha viajem pois peguei uma alergia. O ar condicionado vc dava pra ver a sujeira, FAZ ANOS QUE NÃO LIMPAM.",0,2025-05-23 00:00:00+00:00,Quarto,0.011003235
Isso deixou o atendimento demorado.,0,2025-07-27 23:43:49+00:00,Atendimento da equipe,0.60395974
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto,0.014933486
"Só o atendimento na recepção que achei lento, pois se fazemos as reservas, enviamos documentos com antecedência, porque preencher novamente os mesmos dados?",0,2025-07-27 23:43:49+00:00,Atendimento da equipe,0.018480023
Quartos não são limpos todos os dias,0,2025-03-18 00:00:00+00:00,Quarto,0.025013901
a recepção pouco atenciosa,0,2025-03-18 00:00:00+00:00,Atendimento da equipe,0.1057862
"Fui efetuar uma reclamação na recepção e o funcionário nem te olha na cara, se limitando a dizer que iria fazer uma anotação, sem se preocupar em resolver o problema.",0,2025-03-14 08:03:25+00:00,Atendimento da equipe,0.015225954
O primeiro quarto que nos deram estava cheio de insetos e tivemos que pedir para trocar.,0,2024-11-25 00:00:00+00:00,Quarto,0.020324633
3 ar condicionado estavam desligados num calor absurdo logo pela manhã,0,2024-03-22 23:53:12+00:00,Quarto,0.012870167
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto,0.014933486
O ar condicionado é péssimo!! Hotel muito quente!!,0,2025-03-01 00:00:00+00:00,Quarto,0.011095471
O chão do quarto todo ensebado grudento,0,2024-01-18 00:00:00+00:00,Quarto,0.017289689
"Área externa da piscina , as poltronas tiraram as almofadas porque choveu, parou de chover não colocaram de novo.",0,2024-05-24 14:39:33+00:00,Áreas comuns,0.024448285
Tão sujo que até o filtro do ar condicionado eu precisei limpar.,0,2025-03-21 18:50:48+00:00,Quarto,0.011691186
limpeza e arrumação do quarto bem ruins,0,2025-08-10 00:00:00+00:00,Quarto,0.020789532
o frigobar não fecha direito,0,2024-03-19 18:37:23+00:00,Quarto,0.10777682
"Um dia após meu check-out entraram em contato comigo dizendo que eu saí do hotel sem fazer check-out e que eu não havia pago o estacionamento, refutei indicando o horário em que fiz o check-out no balcão e que consultassem suas câmeras e que fizessem seu serviço de acordo!",0,2025-01-21 00:00:00+00:00,Atendimento da equipe,0.098218
Elevadores não se comunicam portanto causa demora no uso para acessar os quartos.,0,2024-11-28 00:00:00+00:00,Áreas comuns,0.032179125
Quartos não são limpos todos os dias,0,2025-03-18 00:00:00+00:00,Quarto,0.025013901
aparelhos de ar condicionado apesar de funcionar são antigos e precisam de modernização,0,2024-11-26 12:14:16+00:00,Quarto,0.09374922
aparelhos de ar condicionado apesar de funcionar são antigos e precisam de modernização,0,2024-11-26 12:14:16+00:00,Quarto,0.09374922
Isso deixou o atendimento demorado.,0,2025-07-27 23:43:49+00:00,Atendimento da equipe,0.60395974
limpeza e arrumação do quarto bem ruins,0,2025-08-10 00:00:00+00:00,Quarto,0.020789532
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns,0.022304123
Recepção pouco cordial e pouco treinada,0,2025-08-10 00:00:00+00:00,Atendimento da equipe,0.063297965
"O ar condicionado é velho e era muito difícil alterar sua configuração (subir/baixar temperatura, aumentar ou diminuir o fluxo de ar).",0,2025-03-14 08:03:25+00:00,Quarto,0.13333422
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns,0.022304123
"o ar condicionado do quarto deixou a desejar, estava muito calor e ele por si só não estava dando conta",0,2025-02-08 18:15:59+00:00,Quarto,0.015426363
"O chão da piscina é muito sujo, não dá nem para ficar descalço",0,2024-01-18 00:00:00+00:00,Áreas comuns,0.013695891
"E ainda por cima tinha um refletor ligado a noite toda que clareava o quarto, reclamei e nada fizeram pra tentar resolver",0,2025-05-07 00:00:00+00:00,Quarto,0.014933486
"O ESTACIONAMENTO É DO HOTEL, POREM PAGO, R$ 10,00 O DESCOBERTO E R$ 20,00 O COBERTO...POR DIA, minha única ressalva e chateação com relação a tudo, uma vez que nem no site e nem aqui na hotéis.com mencionava o custo extra.",0,2024-01-28 00:00:00+00:00,Áreas comuns,0.012253192
"Nossos travesseiros eram bem finos, acredito que por serem velhos, precisam ser trocados.",0,2024-01-06 11:18:41+00:00,Quarto,0.012093849
"a maioria com a limpeza do quarto, e um problema crônico com a chave do quarto, me hospedei domingo e limparam o quarto na segunda e depois não limparam até quinta, quando reclamei com mais seriedade na recepção, aí limparam",0,2024-12-05 23:52:33+00:00,Quarto,0.019525962
"O ar condicionado é velho e era muito difícil alterar sua configuração (subir/baixar temperatura, aumentar ou diminuir o fluxo de ar).",0,2025-03-14 08:03:25+00:00,Quarto,0.13333422
Tivemos problemas com a garagem que não abria o portão,0,2025-05-07 00:00:00+00:00,Áreas comuns,0.10459629
O primeiro quarto que nos deram estava cheio de insetos e tivemos que pedir para trocar.,0,2024-11-25 00:00:00+00:00,Quarto,0.020324633
Os travesseiros eram muito finos e moles,0,2025-05-30 00:00:00+00:00,Quarto,0.013809099
E a fechadura ainda não estava funcionando bem.,0,2024-08-16 23:42:17+00:00,Quarto,0.03913022
limpeza e arrumação do quarto bem ruins,0,2025-08-10 00:00:00+00:00,Quarto,0.020789532
O ar condicionado aparentemente é um pouco antigo,0,2024-08-11 23:03:04+00:00,Quarto,0.41318744
"A iluminação do quarto era mal distribuída, o que dificultava criar um ambiente aconchegante à noite.",0,2025-05-30 00:00:00+00:00,Quarto,0.06394663
Ar condicionado não deveria ser limpo há anos.,0,2025-04-25 00:00:00+00:00,Quarto,0.0170963
"em mais de uma situação essa equipe foi grossa e impaciente, ao ponto de interromper conversa com cliente para falar na rádio interna, revirar o olho e responder dúvidas ou realizar explicações com cara ruim",0,2024-03-19 18:37:23+00:00,Atendimento da equipe,0.010751866
O hotel deu pouca atenção a este caso somente comentando que a camareira esqueceu a porta aberta,0,2025-01-24 03:25:27+00:00,Atendimento da equipe,0.01098112
O ar condicionado aparentemente é um pouco antigo,0,2024-08-11 23:03:04+00:00,Quarto,0.41318744
"A iluminação do quarto era mal distribuída, o que dificultava criar um ambiente aconchegante à noite.",0,2025-05-30 00:00:00+00:00,Quarto,0.06394663
Cobra estacionamento.,0,2024-11-28 00:00:00+00:00,Áreas comuns,0.75549936
Noite mal dormida por incompetência do ar condicionado.,0,2024-12-01 13:53:07+00:00,Quarto,0.014417249
frigobar sujo com pedras de gelo,0,2024-01-18 00:00:00+00:00,Quarto,0.022898594
"o hotel tem estacionamento próprio, porém não tem menção de cobrança adicional, a surpresa vem na hora da reserva, particularmente não gosto de coisas assim",0,2024-01-28 23:49:14+00:00,Áreas comuns,0.022304123
Aparelhos de ar condicionado estavam desligados em plena manhã num calor absurdo,0,2024-03-22 00:00:00+00:00,Quarto,0.014752853
Falta sempre toalhas do quarto e papel higiênico. Tive que pedir várias vezes.,0,2024-05-24 14:39:33+00:00,Quarto,0.017207826
Quartos limpos,1,2025-01-19 00:00:00+00:00,Quarto,0.8256858
piscina funciona até mais tarde,1,2024-04-02 00:40:21+00:00,Áreas comuns,0.50704914
"Sinceramente, nunca me senti tão especial!",1,2025-04-10 00:00:00+00:00,Atendimento da equipe,0.9931003
atendimento de todos os funcionários excelente,1,2024-12-08 00:00:00+00:00,Atendimento da equipe,0.9473864
camas grandes e confortáveis,1,2025-02-28 20:31:23+00:00,Quarto,0.698048
A área comum muito bonita e acolhedora.,1,2024-11-28 00:00:00+00:00,Áreas comuns,0.9884897
quarto grande e bem conservado,1,2024-02-02 21:12:24+00:00,Quarto,0.7310502
Quartos limpos,1,2025-01-19 00:00:00+00:00,Quarto,0.8256858
"as recepcionista Simone, Cleidiane e os demais muito gentis",1,2024-10-02 00:00:00+00:00,Atendimento da equipe,0.9934161
Destaque para Elisa do restaurante  que foi extremamente gentil conosco.,1,2024-01-22 00:00:00+00:00,Atendimento da equipe,0.9853794
o bar da piscina bem legal também!,1,2024-11-14 14:49:35+00:00,Áreas comuns,0.9823188
Quarto arejado e muito limpo.,1,2025-06-14 00:00:00+00:00,Quarto,0.7388855
Tudo organizado e quartos espaçosos!,1,2025-01-29 00:00:00+00:00,Quarto,0.9904285
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns,0.68595344
quarto confortável,1,2024-05-19 14:12:44+00:00,Quarto,0.77771056
"Usamos diversos serviços como o restaurante do hotel, o bar e a academia e ficamos satisfeitos com todos!",1,2025-04-28 00:00:00+00:00,Áreas comuns,0.98128426
funcionários super atenciosos,1,2024-06-15 19:13:47+00:00,Atendimento da equipe,0.9526297
as piscinas  são boas tbm,1,2024-11-02 15:25:26+00:00,Áreas comuns,0.9759031
"Empatia, gentileza e preocupação de todos os atendentes (recepção e restaurante) hotel em resolver um problema, em vez de buscar colocar a culpa em terceiros",1,2025-01-06 19:12:12+00:00,Atendimento da equipe,0.4284347
limpeza feita todos os dias,1,2024-04-13 15:14:04+00:00,Quarto,0.4998753
Funcionários do bar da piscina atenciosos e ágeis.,1,2024-01-07 00:00:00+00:00,Atendimento da equipe,0.973191
bar da piscina,1,2024-12-25 00:00:00+00:00,Áreas comuns,0.49366835
Ambientes limpos e organizados.,1,2024-11-21 00:00:00+00:00,Áreas comuns,0.6559087
limpeza excelente,1,2024-08-21 22:03:38+00:00,Quarto,0.8910327
O nosso quarto era muito confortável.,1,2025-06-05 21:15:34+00:00,Quarto,0.9486562
funcionários sempre gentis,1,2024-02-02 21:12:24+00:00,Atendimento da equipe,0.9770758
"Ambiente de piscina excelente, contendo piscinas frias, duas jacuzzis, um bar, redes de descanso, espreguiçadeiras e bancos confortáveis.",1,2025-05-08 12:41:56+00:00,Áreas comuns,0.96430314
aproveitei bastante a piscina,1,2024-11-07 00:00:00+00:00,Áreas comuns,0.8839561
"A área da piscina muito agradável, com petiscos e drinks ótimos.",1,2024-04-13 15:14:04+00:00,Áreas comuns,0.99045086
Os quartos são confortáveis,1,2025-02-23 00:00:00+00:00,Quarto,0.73493
trocaram de quarto imediatamente,1,2024-05-23 00:00:00+00:00,Atendimento da equipe,0.19131987
os serviços de quarto funcionam super bem,1,2024-06-22 00:00:00+00:00,Atendimento da equipe,0.98254764
Obrigada a toda a equipe.,1,2025-03-18 00:00:00+00:00,Atendimento da equipe,0.9829844
"Sinceramente, nunca me senti tão especial!",1,2025-04-10 00:00:00+00:00,Atendimento da equipe,0.9931003
"Gostei muito do atendimento dos funcionários, desde de a portaria ao restaurante.",1,2024-12-25 00:00:00+00:00,Atendimento da equipe,0.9912127
Atendimento ótimo,1,2024-04-13 23:49:58+00:00,Atendimento da equipe,0.8488971
"Quarto confortável, limpo e com camas confortáveis.",1,2025-01-06 00:00:00+00:00,Quarto,0.8790842
Gratidão ótimo atendimento!,1,2025-01-26 11:52:48+00:00,Atendimento da equipe,0.98960006
estacionamento disponível,1,2025-06-24 00:00:00+00:00,Áreas comuns,0.5000037
Quarto amplo e espaçoso,1,2024-03-22 00:00:00+00:00,Quarto,0.62583965
garagem fechada e coberta ( mesmo sendo paga),1,2024-06-28 23:28:17+00:00,Áreas comuns,0.24432765
"Usamos diversos serviços como o restaurante do hotel, o bar e a academia e ficamos satisfeitos com todos!",1,2025-04-28 00:00:00+00:00,Áreas comuns,0.98128426
cama boa,1,2024-02-02 15:05:14+00:00,Quarto,0.54661304
atendimento muito simpático,1,2025-04-27 12:09:15+00:00,Atendimento da equipe,0.7606096
quarto grande e bem conservado,1,2024-02-02 21:12:24+00:00,Quarto,0.7310502
grande,1,2024-11-14 14:49:35+00:00,Quarto,0.95096284
Camas confortáveis.,1,2024-06-15 13:59:54+00:00,Quarto,0.6939719
Tem estacionamento,1,2025-04-08 00:00:00+00:00,Áreas comuns,0.78590524
Fui muito bem atendida por todos os recepcionistas,1,2025-04-28 00:00:00+00:00,Atendimento da equipe,0.8278681
Tem uma boa academia,1,2025-06-05 21:15:34+00:00,Áreas comuns,0.99316394
"Excelente atendimento, limpeza, organização.",1,2025-06-22 00:00:00+00:00,Atendimento da equipe,0.977621
Boas piscinas,1,2024-04-27 00:00:00+00:00,Áreas comuns,0.9891222
Quartos amplos e bem equipados.,1,2024-01-09 18:07:24+00:00,Quarto,0.81832635
"Muitas vagas de rua disponíveis, caso você não queira utilizar o estacionamento, que é cobrado a parte.",1,2024-04-13 15:14:04+00:00,Áreas comuns,0.33996984
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns,0.7989565
"o quarto era muito bom, com ar condicionado",1,2024-05-13 18:29:21+00:00,Quarto,0.93542826
colchão ótimo firme,1,2025-04-10 00:00:00+00:00,Quarto,0.9857537
serviço de quarto,1,2024-09-10 14:15:15+00:00,Atendimento da equipe,0.45224026
hotel bem limpinho e organizado,1,2024-10-23 12:49:34+00:00,Quarto,0.80589914
"Área da piscina possui redes e bancos para descanso, além de ser bem bonita.",1,2025-03-17 00:00:00+00:00,Áreas comuns,0.94136286
"fui recebido com um atendimento excepcional de todos os funcionários, inclusive os do restaurante, que foram extremamente atenciosos e prestativos",1,2025-06-12 22:35:40+00:00,Atendimento da equipe,0.9791472
Tem 2 Jacuzzis sempre limpas e quentes.,1,2025-08-02 00:00:00+00:00,Áreas comuns,0.73702466
apartamento confortável.,1,2025-01-14 00:00:00+00:00,Quarto,0.9283092
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns,0.68595344
