text,class,date,aspect
"o quarto e a cama são enormes, o que eu adorei para conseguir deixar minhas coisas organizadas",1,2024-05-04 16:08:27+00:00,Quarto
"Quarto cheiroso, limpo e muito confortável",1,2024-04-21 16:03:03+00:00,Quarto
"Quarto cheiroso, limpo e muito confortável",1,2024-04-21 16:03:03+00:00,Quarto
"As recepcionistas muito atenciosas, gentir e bem humoradas, atendimento impecável",1,2024-04-21 16:03:03+00:00,Atendimento da equipe
todos funcionários muito bem educados,1,2024-09-18 00:00:00+00:00,Atendimento da equipe
servico de quarto impecável,1,2024-09-18 00:00:00+00:00,Atendimento da equipe
atendimento dos funcionários bons,1,2025-03-06 00:00:00+00:00,Atendimento da equipe
"Ponto negativo, apenas o check in, muito tardio as 15hs",0,2025-03-06 00:00:00+00:00,Atendimento da equipe
Excelente serviço de quarto,1,2025-05-26 16:29:15+00:00,Atendimento da equipe
O atendimento deles é impecável!,1,2025-05-03 17:45:31+00:00,Atendimento da equipe
A limpeza também é nítida.,1,2025-05-03 17:45:31+00:00,Quarto
Só não dei 5 estrelas pois fiquei três pernoites e se esqueceram de fazer a limpeza do quarto.,0,2024-05-16 22:42:18+00:00,Quarto
funcionários sensacionais,1,2024-04-05 10:38:44+00:00,Atendimento da equipe
Quarto limpo,1,2025-04-22 14:26:12+00:00,Quarto
amplo,1,2025-04-22 14:26:12+00:00,Quarto
colchão e travesseiro de qualidade,1,2025-04-22 14:26:12+00:00,Quarto
ar condicionado,1,2025-04-22 14:26:12+00:00,Quarto
"Todos educados, solícitos, sempre prontos pra ajudar",1,2025-04-22 14:26:12+00:00,Atendimento da equipe
